DateTime,Consumption,Production,Nuclear,Wind,Hydroelectric,Oil and Gas,Coal,Solar,Biomass
2021-08-19,157927,157130,32592,24621,36122,26423,30230,5445,1672
2021-08-20,157721,143856,32618,9041,36621,28666,29121,6082,1674
2021-08-21,147103,122867,32757,1669,30508,28031,22932,5326,1624
2021-08-22,136685,116962,32921,3679,28236,23478,22029,4980,1608
2021-08-23,159638,134434,32741,5544,36414,28186,24647,5213,1659
2021-08-24,163762,137247,32851,5426,37108,29890,25962,4479,1492
2021-08-25,163416,139324,32709,5823,38476,31021,26611,3286,1368
2021-08-26,160346,137012,32553,7784,35801,30107,25197,4052,1488
2021-08-27,160361,136929,32348,8566,36656,28445,25749,3653,1476
2021-08-28,146770,127756,33009,9741,29610,27448,23679,2774,1457
2021-08-29,133187,112289,33038,9748,27145,18596,19783,2588,1354
2021-08-30,154280,150873,32562,20925,38217,26575,26242,4886,1421
2021-08-31,158426,147412,32889,8936,39388,28407,31359,4945,1454
2021-09-01,158756,157989,32863,22293,38157,27303,31844,4065,1426
2021-09-02,159272,171863,32936,36773,38459,26187,32255,3783,1432
2021-09-03,155554,143352,33003,11380,36619,25186,30914,4745,1468
2021-09-04,143385,130700,33404,7554,29980,24703,28519,5194,1303
2021-09-05,131158,124680,33420,18513,28876,10820,27184,4745,1097
2021-09-06,152982,145289,33018,22939,34403,21478,26899,5443,1087
2021-09-07,157665,147032,33460,14061,35190,27934,29782,5426,1148
2021-09-08,154099,147097,33283,12259,35799,28956,30099,5591,1073
2021-09-09,158045,154528,32994,17739,36474,28752,31835,5523,1169
2021-09-10,157976,143933,33246,6565,36765,27978,32869,5184,1301
2021-09-11,145461,135532,33571,5844,30773,28018,30644,5329,1313
2021-09-12,134166,128926,33578,8307,29402,22619,28241,5440,1303
2021-09-13,155897,140140,33055,8061,35344,29456,27538,5271,1378
2021-09-14,156704,137173,33396,6972,33359,28634,28268,4848,1672
2021-09-15,161326,141903,33261,5543,34407,31524,30380,5068,1702
2021-09-16,163103,145317,32742,8930,35486,30437,31354,4670,1695
2021-09-17,163292,162815,33050,29982,34504,30083,30902,2586,1693
2021-09-18,147720,136517,26330,20281,28539,28054,28112,3748,1432
2021-09-19,132351,115677,27833,12798,25550,15435,28441,4483,1134
2021-09-20,154370,133268,33116,10687,31889,28130,25805,2448,1183
2021-09-21,159358,150956,33266,20914,33798,31319,26624,3729,1290
2021-09-22,162188,134342,33282,4551,33417,32388,27603,1820,1252
2021-09-23,165213,154973,33592,24198,33814,30092,29116,3038,1110
2021-09-24,164137,156420,33614,26240,34311,29709,28363,2996,1157
2021-09-25,148593,128992,33712,11191,25695,26642,25207,5346,1167
2021-09-26,135567,109566,33673,2778,27455,14091,25237,5157,1133
2021-09-27,156262,130153,33236,7033,32734,26100,25257,4362,1400
2021-09-28,161873,138582,33633,8942,33290,32369,27742,1136,1433
2021-09-29,163116,149307,33291,20788,31849,31716,28617,1566,1437
2021-09-30,163932,152258,33403,24316,32423,27879,29766,2948,1482
2021-10-01,159394,148487,33178,20729,31678,27866,29715,3689,1596
2021-10-02,148822,132699,33812,12616,29010,22583,27886,5059,1706
2021-10-03,135055,117054,33834,11013,26228,13791,25334,5183,1634
2021-10-04,156963,136024,33339,5557,34795,26504,29396,4783,1627
2021-10-05,160249,150295,33760,18632,30954,30302,30024,4942,1650
2021-10-06,163202,162746,33674,24720,34705,31758,32466,3761,1629
2021-10-07,168278,176929,33568,39279,37734,31737,30696,2251,1631
2021-10-08,169332,173135,33732,49896,34841,22716,28615,1644,1657
2021-10-09,157773,154783,34083,44925,25213,18912,27965,2014,1646
2021-10-10,143626,129422,34127,20375,23564,19829,27233,2668,1604
2021-10-11,167627,139474,33675,12679,38182,27335,24523,1683,1371
2021-10-12,171109,139274,33499,6108,36869,30272,30095,947,1455
2021-10-13,173757,167654,33672,41959,30290,28321,29986,1893,1518
2021-10-14,171046,132699,23061,12363,33844,28812,32112,853,1625
2021-10-15,173261,159714,16581,38004,39160,30358,32904,1031,1653
2021-10-16,160244,136535,18674,31822,25875,30976,26691,769,1701
2021-10-17,145407,138561,33584,23991,22212,29903,25560,1684,1600
2021-10-18,166976,137102,33729,2213,33717,31988,31685,2140,1607
2021-10-19,168894,140667,33418,2637,34252,31999,33142,3541,1650
2021-10-20,167911,153425,33775,17650,32235,30313,33286,4305,1842
2021-10-21,169387,173843,33762,43488,30200,26503,33819,4223,1827
2021-10-22,167007,152190,33914,18614,29369,30156,34904,3361,1843
2021-10-23,154008,131829,33943,7515,21314,31570,32677,2931,1853
2021-10-24,140919,142044,33946,27096,20876,24508,30013,3905,1665
2021-10-25,164235,141876,33614,7199,29755,32307,32671,4441,1869
2021-10-26,167332,145224,33533,6311,31054,35081,32919,4432,1867
2021-10-27,169170,143823,33588,4438,30419,34978,34234,4401,1750
2021-10-28,172015,146903,33398,2869,33319,35660,35706,4126,1790
2021-10-29,170470,146545,33614,3322,32287,35139,35926,4294,1929
2021-10-30,156670,140214,34007,10066,22947,35437,33106,3011,1604
2021-10-31,154543,143490,36852,3614,26394,36451,36230,2509,1410
2021-11-01,166475,137902,33467,6975,28671,32987,32176,2486,1100
2021-11-02,173840,161628,33950,22255,34499,35394,33068,1263,1191
2021-11-03,171725,157931,33786,19944,31148,34174,34870,2854,1127
2021-11-04,170232,166087,33653,25404,32639,34158,36036,2881,1271
2021-11-05,167108,158742,33507,17898,32123,33564,37854,2483,1278
2021-11-06,155095,140612,33939,16576,22291,31824,33010,1748,1188
2021-11-07,142320,139098,33949,17484,20227,32482,32455,1313,1155
2021-11-08,162564,143365,33299,12174,29971,33273,32128,1130,1357
2021-11-09,175356,162446,33734,25521,32916,35416,32861,613,1370
2021-11-10,176227,154398,33453,11949,32627,36731,34639,3393,1581
2021-11-11,175662,154340,33374,11449,31159,37998,35071,3729,1527
2021-11-12,176254,151942,33585,7941,32982,38763,33619,3425,1598
2021-11-13,164262,138476,33958,4931,28725,39196,27816,2280,1524
2021-11-14,149220,124676,34128,4167,27612,27289,28225,1731,1491
2021-11-15,173280,160155,33557,26056,32110,38311,26781,1807,1504
2021-11-16,179667,166411,33856,31764,31562,38244,27497,1892,1567
2021-11-17,180531,146243,33765,4510,34542,39724,30060,2069,1541
2021-11-18,180971,144396,33592,3603,33381,39350,30938,1848,1662
2021-11-19,179625,157219,33748,18418,32776,38306,30677,1615,1669
2021-11-20,165354,145980,33964,16809,24870,38474,27789,2405,1659
2021-11-21,150801,139269,33952,12616,22094,38354,27909,2717,1608
2021-11-22,176146,145770,33534,9667,33411,37449,27512,2414,1766
2021-11-23,181446,152708,33542,12947,35129,39891,28375,1039,1750
2021-11-24,181669,145751,33790,4965,33164,40253,29409,2359,1783
2021-11-25,183037,155138,33460,14488,31998,39651,31032,2618,1852
2021-11-26,184661,189303,33562,52128,32017,37518,30779,1462,1788
2021-11-27,168318,155815,33998,27831,23863,38730,27814,1991,1557
2021-11-28,150996,141964,34028,15467,26289,34116,28198,2251,1583
2021-11-29,173468,180110,33667,46963,33434,35793,28081,533,1618
2021-11-30,165840,176923,33912,37750,32025,39824,30804,914,1664
2021-12-01,168003,180891,34025,40209,34459,37899,30382,2231,1652
2021-12-02,180056,169070,34001,27799,32703,39345,31593,1962,1629
2021-12-03,183917,175666,33486,26878,37211,41887,33836,675,1648
2021-12-04,173299,155767,34086,22294,25600,40621,30574,938,1620
2021-12-05,159711,144825,34086,9015,29825,42136,27372,804,1563
2021-12-06,182888,162650,33475,23393,34640,41080,27965,460,1614
2021-12-07,192166,170942,33983,27579,36516,42594,28430,158,1649
2021-12-08,192777,183024,33632,38988,37628,41119,29256,691,1681
2021-12-09,192869,162776,33595,11536,41354,42612,30839,1100,1717
2021-12-10,191936,195975,33768,53831,38043,37820,30411,305,1769
2021-12-11,177189,174695,33990,34743,37464,39898,26401,510,1675
2021-12-12,160875,168001,34014,35547,36605,33263,26283,730,1534
2021-12-13,186881,172774,33373,23763,46246,40561,26855,309,1638
2021-12-14,191050,190315,33626,33165,49261,41114,31124,347,1672
2021-12-15,193141,199973,33330,49747,44638,39152,30717,720,1657
2021-12-16,195451,193676,33466,37711,47512,39315,32992,995,1650
2021-12-17,192330,190900,33818,43037,42200,37334,32050,735,1696
2021-12-18,179128,180465,34108,35191,38493,39996,29377,1597,1677
2021-12-19,164455,154870,34091,24661,38091,30081,24557,1731,1627
2021-12-20,187496,170927,33475,24628,41014,39896,29039,1114,1736
2021-12-21,194474,184902,33727,25568,48437,43898,29806,1609,1833
2021-12-22,194268,161083,33536,4946,42568,45499,31161,1589,1760
2021-12-23,190752,158597,33178,9220,35616,44440,32158,2159,1824
2021-12-24,174591,184472,33493,48776,29899,39130,29954,1451,1767
2021-12-25,143415,164594,33922,50230,24324,28959,24082,1430,1635
2021-12-26,148101,146871,33882,18738,28116,37722,26647,204,1538
2021-12-27,167934,171487,33901,31255,35182,40233,29095,138,1655
2021-12-28,174594,155636,33429,5406,44081,41673,28967,361,1692
2021-12-29,173715,158770,29887,9777,45891,42277,28842,372,1703
2021-12-30,172945,166039,26958,24186,46100,37517,29307,280,1658
2021-12-31,162366,159331,33512,24195,42912,29052,27243,822,1553
2022-01-01,135980,147687,34118,19565,39313,28238,23763,1255,1407
2022-01-02,138430,140785,34094,21615,38134,20765,22857,1891,1411
2022-01-03,168010,173697,33530,41616,40741,30688,24470,1116,1511
2022-01-04,173292,171496,33951,26887,47614,36015,23127,2390,1500
2022-01-05,174390,180376,33873,37779,48539,33543,22842,2284,1486
2022-01-06,173288,177304,33755,22398,50712,41034,26420,1436,1528
2022-01-07,174744,166560,33649,14643,46812,41183,27629,1097,1534
2022-01-08,170075,177453,34087,28778,45730,41754,25229,360,1496
2022-01-09,157089,154724,34064,5138,45958,40460,27348,230,1506
2022-01-10,184139,191641,33532,36087,51898,41348,26960,203,1588
2022-01-11,191744,211997,33856,62112,49700,37150,27157,387,1616
2022-01-12,194919,210044,33726,57592,48641,39322,27996,1093,1644
2022-01-13,195444,189409,33473,38370,45131,40948,28375,1347,1735
2022-01-14,192059,196086,33383,48137,42078,41793,26621,2301,1746
2022-01-15,176222,185303,33432,45709,35272,39925,26645,2766,1525
2022-01-16,160908,159528,33914,24321,31319,39209,26200,3021,1526
2022-01-17,186855,190830,33263,44180,39082,42363,28217,2053,1670
2022-01-18,190297,203418,33535,57444,40391,39905,27775,2619,1723
2022-01-19,189942,188667,33732,39001,42317,39000,29517,3394,1694
2022-01-20,191134,194230,33714,40234,40692,43577,31700,2644,1649
2022-01-21,187896,167020,34040,16927,40720,43420,28811,1371,1695
2022-01-22,175296,155320,34041,11551,33886,43276,28549,2359,1650
2022-01-23,162115,171630,34058,36090,30196,40389,28072,1205,1588
2022-01-24,174878,193724,34054,55773,34657,36626,27766,3346,1473
2022-01-25,192266,179976,33422,23792,45213,44496,28600,2743,1678
2022-01-26,193949,174071,33251,27818,38326,44126,27610,1242,1672
2022-01-27,191778,169421,33299,19429,42254,43174,27786,1768,1678
2022-01-28,187678,177885,33650,32300,36212,42055,29900,2025,1706
2022-01-29,174465,154841,33928,14500,30645,42988,28156,2932,1666
2022-01-30,159787,169130,33989,41522,31721,31467,26780,2063,1562
2022-01-31,181131,174015,33772,30889,37123,39680,27764,3173,1573
2022-02-01,185901,151502,34048,4688,36132,43719,29863,1318,1686
2022-02-02,184644,155011,33881,7932,35504,43067,31287,1731,1587
2022-02-03,186025,175209,33206,31614,34074,42683,30049,1875,1676
2022-02-04,182324,156870,33306,18065,33438,41163,26370,2740,1766
2022-02-05,169526,154260,34006,17409,27314,42869,27806,3076,1781
2022-02-06,154392,154985,34045,21447,26740,41592,26442,2931,1758
2022-02-07,180373,170480,33297,32480,33604,40525,28071,620,1824
2022-02-08,182626,199239,33762,61702,33091,38602,27428,2746,1873
2022-02-09,181181,168988,33608,25928,34594,40124,29855,2910,1947
2022-02-10,176470,158962,33445,14926,34954,41111,28840,3742,1913
2022-02-11,175859,157619,33321,11930,33941,42323,30020,4138,1934
2022-02-12,164636,160111,33955,28125,26524,39351,27180,3063,1876
2022-02-13,152194,151619,34028,13750,29620,42225,26998,3161,1796
2022-02-14,176213,147801,33672,6816,32568,42961,26874,3025,1869
2022-02-15,178293,160212,33685,13689,36081,43150,28278,3377,1931
2022-02-16,178119,161225,33951,15132,36223,41319,30284,2380,1887
2022-02-17,174969,174614,33872,33997,33912,38972,29813,2142,1886
2022-02-18,173936,173808,33554,30695,35491,38078,30031,4018,1907
2022-02-19,160123,159144,33631,31524,31282,32667,24791,3322,1892
2022-02-20,148651,142130,33746,11786,30817,37341,25159,1436,1808
2022-02-21,170093,165030,33195,25351,37647,35041,27305,4555,1901
2022-02-22,173650,167036,33539,19042,43496,38364,28650,1955,1962
2022-02-23,182659,171429,33542,14708,46898,41133,31667,1558,1886
2022-02-24,174806,186200,33398,34457,43090,38740,31182,3452,1844
2022-02-25,174419,168734,33683,9885,45482,39355,33685,4809,1822
2022-02-26,161132,167124,33916,23411,37725,40691,27134,2367,1858
2022-02-27,150771,172875,33904,45704,32487,28581,27868,2471,1838
2022-02-28,187118,205762,33358,57905,43243,38058,29502,1786,1867
2022-03-01,182801,180813,33791,46463,42725,22865,31036,2036,1875
2022-03-02,177816,176570,33719,55298,33905,21945,29230,508,1940
2022-03-03,179455,172462,33472,37490,39644,22182,34559,3140,1953
2022-03-04,181759,146068,33275,4337,42393,22632,36410,5068,1942
2022-03-05,166088,139795,33871,9046,36594,22256,33799,2400,1817
2022-03-06,151927,145285,33877,15600,34795,22386,34214,2682,1723
2022-03-07,178442,144954,33344,6103,45802,22887,33656,1425,1742
2022-03-08,178522,152532,33581,10497,47969,22795,33855,2009,1812
2022-03-09,180518,167523,33923,31067,40794,22605,34655,2619,1848
2022-03-10,183059,182676,33410,46236,39387,22506,35880,3389,1838
2022-03-11,182828,182868,33537,46827,38218,22416,35521,4463,1854
2022-03-12,167434,157423,33935,35235,28599,22155,30392,5241,1843
2022-03-13,150928,128369,33992,10007,29425,22370,26908,3933,1700
2022-03-14,172345,132415,33456,1650,37259,22399,31190,4886,1534
2022-03-15,173896,136417,33851,2975,37684,22008,33782,4492,1608
2022-03-16,178845,150828,33788,19607,38941,21726,34313,812,1605
2022-03-17,177596,166212,33375,31997,37387,21896,37074,2832,1623
2022-03-18,175517,170109,33476,32634,37819,22083,36628,5786,1628
2022-03-19,161314,149569,33907,30862,29473,21600,26515,5645,1534
2022-03-20,147388,147863,33911,31462,28098,21532,25930,5363,1520
2022-03-21,168105,148428,33452,16960,40752,22316,27256,6073,1591
2022-03-22,167934,164694,33749,38871,37804,22199,25696,4668,1685
2022-03-23,164998,152350,33624,30966,32299,21373,26289,6020,1742
2022-03-24,162827,143593,33540,16213,35648,21497,28995,5892,1790
2022-03-25,161143,155773,33461,37837,29695,21021,26885,5027,1810
2022-03-26,150126,144948,33830,27800,29132,20972,25408,6026,1742
2022-03-27,128302,131364,32419,27304,22394,19664,22473,5561,1505
2022-03-28,156705,141281,33348,17769,36449,21123,24676,6080,1810
2022-03-29,159677,143098,33473,18713,37222,20675,26456,4652,1885
2022-03-30,159789,151048,33680,25947,37567,20643,27104,4214,1873
2022-03-31,145874,145237,34030,28977,29569,20739,30053,0,1867
2022-04-01,157770,180545,33463,54547,43131,17221,27328,3269,1575
2022-04-02,146645,157474,33902,42570,38701,11495,25908,3361,1536
2022-04-03,136966,153422,33902,41260,36575,11224,24945,4026,1480
2022-04-04,161367,145064,33319,11989,44622,18186,31165,4245,1518
2022-04-05,162250,157269,33212,23288,44411,17092,32025,5745,1484
2022-04-06,159103,149104,34018,15221,42845,15357,34378,5799,1468
2022-04-07,163725,165558,33387,35340,42525,16618,34042,2044,1569
2022-04-08,159189,154803,33535,25395,41660,16120,31402,5114,1551
2022-04-09,145469,136728,33963,26559,36072,9577,25255,3712,1557
2022-04-10,138269,136873,33899,37205,32189,7370,23214,1394,1557
2022-04-11,160858,179671,33403,58841,43239,13268,24711,4432,1743
2022-04-12,164217,165147,33690,33976,44285,15720,30442,5259,1758
2022-04-13,162038,177394,33644,37282,48203,16802,33191,6487,1759
2022-04-14,160755,163705,33291,27402,45360,16672,33250,5885,1811
2022-04-15,159069,152890,33421,11786,46593,19096,34055,6075,1839
2022-04-16,145762,135944,33699,13197,40959,17163,25056,3979,1859
2022-04-17,139086,155041,33715,50176,37526,9372,20504,2071,1643
2022-04-18,159201,150944,33256,27535,47812,9575,26664,4221,1844
2022-04-19,167598,140362,33471,8166,46922,16433,29286,4130,1909
2022-04-20,166401,149005,33315,9347,47985,20707,31588,4173,1851
2022-04-21,162880,156455,33011,14985,45480,19879,32424,8829,1848
2022-04-22,147206,147291,33760,18611,48891,10625,29577,3970,1848
2022-04-23,137009,146383,33860,32186,38376,9867,26917,3811,1323
2022-04-24,110245,113555,33831,9524,33512,9852,20152,5448,1197
2022-04-25,114823,131003,33800,28708,33256,9835,19449,4755,1157
2022-04-26,136753,134617,33447,9664,42955,18963,22228,6118,1200
2022-04-27,152525,154939,33436,8736,52658,27629,26394,4879,1169
2022-04-28,157689,159514,33359,7376,55591,27832,32074,2025,1229
2022-04-29,150626,164128,33305,10584,55651,27340,31922,4035,1260
2022-04-30,141481,154797,33746,15703,52893,24266,21470,5411,1267
2022-05-01,124883,142911,33727,9563,53959,16912,21709,5677,1330
2022-05-02,148690,167725,33461,12024,65256,23071,26856,5553,1469
2022-05-03,153672,167766,33637,6633,63743,26177,31629,4361,1554
2022-05-04,154413,158555,33636,4622,56604,25806,31227,5029,1614
2022-05-05,154839,165434,33374,13201,54878,25644,30999,5714,1611
2022-05-06,152997,163382,33501,5969,52828,28961,34984,5477,1617
2022-05-07,141405,154815,33763,5836,48278,28344,31582,5392,1584
2022-05-08,126683,139692,23391,5775,46604,26785,29935,5616,1555
2022-05-09,148006,139487,16674,3849,51284,28397,31546,6091,1610
2022-05-10,151642,140592,16804,3810,51728,29421,32657,4488,1654
2022-05-11,151305,141827,16870,2618,51378,30605,32745,5993,1595
2022-05-12,152024,151396,16717,10161,50979,30537,35091,6429,1454
2022-05-13,151434,154914,16886,14399,52086,30713,33443,5962,1398
2022-05-14,139802,140515,16855,9211,49091,27401,31144,5426,1368
2022-05-15,127475,129854,16806,11856,46792,19726,28218,5102,1330
2022-05-16,147155,138061,16602,7197,50929,28110,27785,6074,1332
2022-05-17,151717,138120,16679,6375,51354,28509,28741,4909,1519
2022-05-18,147532,176678,16782,48192,52282,27633,25706,4571,1482
2022-05-19,148525,160040,16711,21267,53463,30054,30051,6831,1628
2022-05-20,150650,155149,16784,10525,56041,31784,31644,6728,1598
2022-05-21,133985,127682,16808,21586,46275,12774,22628,6051,1525
2022-05-22,124423,124188,16783,19447,42526,15943,22498,5501,1464
2022-05-23,145925,140703,16660,8252,51033,30389,27177,5479,1675
2022-05-24,148977,141887,16670,8615,51169,30837,28352,4623,1585
2022-05-25,150689,159715,16762,24157,52444,29985,28758,5927,1649
2022-05-26,150355,148850,16581,14605,50761,28946,30397,5874,1654
2022-05-27,150326,146104,16707,10902,50103,30040,30647,6062,1616
2022-05-28,140588,135640,16692,7986,47356,29908,28504,3795,1366
2022-05-29,127205,127391,16650,16727,42363,20032,27242,3045,1306
2022-05-30,145751,138358,16570,11261,50555,26006,27705,4641,1586
2022-05-31,149072,135666,16609,2770,50475,30437,28200,5452,1700
2022-06-01,142916,138128,16676,2957,51548,30695,28702,5989,1540
2022-06-02,147356,133876,16482,1016,48700,29984,30293,5852,1532
2022-06-03,151723,153161,16613,21423,48786,29175,29520,5988,1620
2022-06-04,142491,134607,16578,12540,42241,27964,28536,5087,1625
2022-06-05,129647,129163,16575,9075,40515,28799,27142,5412,1630
2022-06-06,146923,147589,16473,20241,47273,27115,28991,5867,1609
2022-06-07,151889,144027,16554,11095,48621,29432,30713,5949,1627
2022-06-08,154331,139100,16589,3133,48847,30592,32514,5785,1616
2022-06-09,155216,141430,16381,4715,48531,30719,34444,4988,1627
2022-06-10,152631,139406,16494,3241,48610,30693,34378,4363,1599
2022-06-11,138218,127237,16566,6210,40419,28880,30490,3246,1398
2022-06-12,123411,133037,16570,35433,35571,12265,27579,4217,1369
2022-06-13,128395,144749,16588,27837,44598,21978,26681,5687,1361
2022-06-14,147552,143412,16464,20379,46374,28046,25280,5408,1423
2022-06-15,149639,137813,16476,8267,47298,29849,28577,5841,1471
2022-06-16,152271,137417,16527,5413,47517,29788,30457,6215,1460
2022-06-17,152159,142198,16508,10579,48836,28242,31518,5043,1453
2022-06-18,139513,132794,16602,16160,40532,27006,25282,5807,1393
2022-06-19,125984,109830,16607,5152,40836,14975,24530,6373,1332
2022-06-20,150914,136571,16487,5634,48757,26045,31952,6276,1386
2022-06-21,156387,153152,16511,13403,51401,29079,35076,6219,1427
2022-06-22,153283,154712,16489,20983,45805,28970,34685,6431,1308
2022-06-23,154022,160024,16080,26157,45589,29761,33283,7819,1312
2022-06-24,162081,169339,16140,33580,48365,27542,33303,9060,1314
2022-06-25,144013,134873,16343,13572,40226,26322,31342,5891,1135
2022-06-26,130956,117830,16298,4440,37460,22919,31736,3908,1038
2022-06-27,153912,151251,16419,11400,46266,31854,38142,6023,1108
2022-06-28,161175,159312,20651,13349,47426,31727,40287,4852,993
2022-06-29,159347,164683,31180,9041,46635,29628,40930,6171,1067
2022-06-30,166373,169431,31764,5755,50001,31240,43266,6153,1225
2022-07-01,166299,162820,32092,3697,44256,31821,43754,5970,1197
2022-07-02,153911,143535,32451,4963,33774,29922,35918,5294,1179
2022-07-03,140069,132144,32543,6667,30559,20701,35123,5343,1174
2022-07-04,164682,151547,32008,8141,42368,27479,34959,5348,1216
2022-07-05,168809,153280,31999,8048,41585,30184,34760,5505,1170
2022-07-06,165465,147202,32022,5285,41717,29896,33348,3820,1076
2022-07-07,158450,164335,31943,35147,35504,23766,32305,4384,1246
2022-07-08,156148,158217,32406,21463,35260,28606,33676,5530,1264
2022-07-09,143804,145185,32836,39347,25132,12630,29009,4987,1232
2022-07-10,129277,137103,32878,32530,24084,11400,30575,4386,1251
2022-07-11,148008,145882,32330,20252,35618,18219,33021,5141,1288
2022-07-12,150655,135647,32655,4727,35645,21593,34209,5317,1468
2022-07-13,152112,149543,32649,14231,36149,25538,33943,5567,1435
2022-07-14,157208,154201,32321,10907,36652,30550,36225,6072,1439
2022-07-15,160020,155387,32245,11132,37290,30636,37335,5234,1478
2022-07-16,146926,141314,32664,7665,29433,30638,34221,5398,1264
2022-07-17,131246,142817,32690,20225,26771,29567,26043,6173,1315
2022-07-18,150977,154236,32110,19085,35801,31380,27960,6321,1547
2022-07-19,157464,144559,32169,4319,39093,32142,28955,6318,1538
2022-07-20,156235,141637,32689,4327,37453,31571,27898,6182,1485
2022-07-21,161824,158900,32095,19226,41064,29961,28857,6153,1518
2022-07-22,161329,150616,32179,13197,37163,31020,29316,6182,1531
2022-07-23,152062,133467,32536,7906,28446,30819,26381,6059,1294
2022-07-24,140846,143673,32497,22977,26299,30736,24757,5128,1245
2022-07-25,159653,150188,31850,12552,40512,31651,26323,5800,1471
2022-07-26,165164,144770,32208,6808,40625,31145,26419,6021,1513
2022-07-27,164199,151170,31908,15352,38739,31072,26914,5654,1500
2022-07-28,160481,137569,31721,5788,35861,30456,28169,3990,1545
2022-07-29,160346,142932,31640,8863,35995,29942,29740,5169,1557
2022-07-30,146807,130993,31931,13169,27284,26875,25249,5123,1326
2022-07-31,129872,125481,31895,5070,27016,30777,25999,3395,1292
2022-08-01,145034,135925,31622,6462,34691,31187,26332,4114,1479
2022-08-02,148940,155228,31942,25002,34879,28531,28634,4890,1343
2022-08-03,151842,152597,31694,17729,34963,30626,30240,5914,1427
2022-08-04,153397,149765,31667,12043,36942,31553,30652,5425,1479
2022-08-05,155186,147919,31671,6592,37963,31574,33103,5602,1408
2022-08-06,140975,124699,31495,3676,24504,30596,27528,5480,1425
2022-08-07,134560,128438,30972,18555,21162,25551,25746,5121,1329
2022-08-08,152573,142976,30226,26243,27603,28139,24191,5205,1332
2022-08-09,154318,150230,29934,30736,30979,28262,23968,4849,1464
2022-08-10,148813,163344,27089,54670,23224,28578,24655,3581,1505
2022-08-11,147271,157472,28406,42299,22799,29608,27957,4873,1498
2022-08-12,146573,154394,31177,24937,31756,31689,27807,5661,1322
2022-08-13,136802,126080,32453,10923,19540,31410,25637,4957,1127
2022-08-14,126730,121212,32734,5605,19204,31991,26776,3860,1037
2022-08-15,127764,122201,32707,6100,23389,29554,24767,4599,1080
2022-08-16,146375,133956,32295,4279,33668,31401,26172,4949,1179
2022-08-17,151990,138090,32171,3799,36586,31443,27535,5093,1423
2022-08-18,154853,133459,32009,14950,20689,31039,28327,5034,1373
2022-08-19,156495,139356,32055,10075,26758,31924,31210,5912,1394
2022-08-20,144911,128990,32410,5608,24518,31788,28440,5002,1178
2022-08-21,131607,121293,32339,5515,22274,30139,26133,3707,1139
2022-08-22,151551,132411,31889,4479,33845,28193,29138,3631,1208
2022-08-23,154249,132461,31658,5955,32716,28318,28366,4114,1304
2022-08-24,153593,140764,29538,21002,32318,26346,25881,4334,1300
2022-08-25,154875,149897,31406,34442,27484,22954,26761,5410,1400
2022-08-26,153228,135037,26788,14626,38902,18564,29015,5570,1529
2022-08-27,141552,114409,16116,4067,39907,18969,28558,5256,1501
2022-08-28,130657,94582,16100,3812,22350,17945,27284,5615,1449
2022-08-29,152085,116185,15946,5779,38372,19128,31023,4526,1364
2022-08-30,158275,118939,15975,4602,39407,19987,33241,4266,1430
2022-08-31,155682,122316,22262,10846,30341,22254,30717,4292,1575
2022-09-01,152718,146078,31423,19859,29546,29244,30809,3626,1537
2022-09-02,151522,167180,31711,40604,28006,30648,33282,1319,1573
2022-09-03,134649,152599,32528,36549,27432,26241,27123,1393,1299
2022-09-04,120262,128703,32722,7339,28179,27880,27496,3829,1250
2022-09-05,139994,137223,32165,3080,35859,29809,30447,4537,1303
2022-09-06,145163,137540,31851,2480,34858,31293,31186,4483,1372
2022-09-07,145269,145006,32139,11306,35449,29204,31000,4701,1195
2022-09-08,144173,158761,32430,23169,37267,27489,31875,5361,1159
2022-09-09,149429,168738,32809,36692,37092,23909,34296,2807,1100
2022-09-10,137580,149875,32800,41511,27566,15867,27856,3196,1050
2022-09-11,120897,127544,32730,5576,27639,27783,27963,4790,1036
2022-09-12,141065,140894,32168,10614,36110,28119,28228,4548,1072
2022-09-13,143275,143296,32264,12594,35779,29229,27782,4449,1164
2022-09-14,142026,138360,32369,10421,34103,28666,26652,4884,1233
2022-09-15,148501,159522,32367,26506,37076,28834,29531,3917,1246
2022-09-16,147898,155991,32676,24110,37109,27376,29840,3637,1234
2022-09-17,133175,118792,32839,9099,25681,26390,21932,1564,1284
2022-09-18,118574,135554,32893,44089,21935,11078,19869,4366,1320
2022-09-19,140041,130816,32432,15023,32834,22366,22856,3982,1311
2022-09-20,143212,139092,32594,14500,36178,28612,22106,3766,1296
2022-09-21,145278,133421,32706,6523,35401,30470,23574,3365,1352
2022-09-22,147311,145695,33002,19006,35198,29722,23516,3827,1388
2022-09-23,147476,141876,32805,11759,36499,30341,25321,3700,1422
2022-09-24,134165,126009,33272,4593,28667,29713,23159,5114,1482
2022-09-25,121601,128913,33273,9607,26948,30063,23227,4349,1413
2022-09-26,144474,151815,32732,14780,41309,30805,27868,2891,1401
2022-09-27,147892,142149,32724,4321,40001,30596,30655,2379,1437
2022-09-28,146355,155959,32511,29645,34549,26139,27078,4594,1412
2022-09-29,147969,146167,33009,9466,37301,30311,31300,3263,1484
2022-09-30,144013,141145,32817,7076,35740,29511,30081,4398,1488
2022-10-01,128730,124502,33130,11271,26806,26368,22285,3196,1413
2022-10-02,116714,127718,33096,36021,21098,11228,20598,4261,1381
2022-10-03,138528,127276,32736,11604,33802,22007,22167,3350,1566
